Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,AvgTempC,AvgTempF,AvgPrecipitation,AvgPressure
2014-01-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"5,427",0.43,7.666666666666667,45.666666666666664,0.22083333333333333,993.75
2014-01-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,251",0.45,7.5,45.5,0.17625,1000.525
2014-01-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,678",0.45,6.882352941176471,44.294117647058826,0.14558823529411763,1001.7720588235294
2014-01-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,064",0.52,6.25,43.25,0.12395833333333332,1002.796875
2014-01-31,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,167",0.5,6.035714285714286,42.892857142857146,0.12098214285714283,1002.0491071428571
2014-02-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,211",0.53,6.057142857142857,42.857142857142854,0.145,1000.4071428571428
2014-02-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,866,0.49,5.857142857142857,42.523809523809526,0.16041666666666665,998.6607142857143
2014-02-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,519",0.51,5.979591836734694,42.673469387755105,0.14566326530612245,999.3928571428571
2014-02-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,667",0.5,6.089285714285714,42.857142857142854,0.14285714285714285,1000.2834821428571
2014-03-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,268",0.43,6.111111111111111,42.904761904761905,0.1378968253968254,1001.0595238095239
2014-03-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"15,223",0.38,6.357142857142857,43.357142857142854,0.12410714285714286,1003.7571428571429
2014-03-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,192",0.38,6.623376623376624,43.83116883116883,0.1146103896103896,1005.0568181818181
2014-03-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,699,0.46,6.535714285714286,43.70238095238095,0.10982142857142857,1005.5208333333334
2014-04-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,622",0.5,6.818181818181818,44.19318181818182,0.10596590909090908,1005.53125
2014-04-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,512",0.46,7.11578947368421,44.705263157894734,0.10210526315789473,1006.4026315789474
2014-04-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,472",0.5,7.2745098039215685,44.990196078431374,0.09509803921568627,1007.5588235294117
2014-04-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,745",0.53,7.486238532110092,45.39449541284404,0.10309633027522935,1007.8669724770642
2014-05-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,791,0.49,7.614035087719298,45.63157894736842,0.10635964912280702,1007.9857456140351
2014-05-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,571",0.5,7.8264462809917354,46.01652892561984,0.10268595041322315,1008.3471074380166
2014-05-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,462",0.48,8.0390625,46.3984375,0.102734375,1008.9375
2014-05-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,766",0.47,8.42962962962963,47.096296296296295,0.10416666666666667,1008.937962962963
2014-05-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,153",0.5,8.55,47.31428571428572,0.11035714285714285,1009.1276785714285
2014-06-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,545",0.48,8.780821917808218,47.726027397260275,0.10813356164383561,1009.3133561643835
2014-06-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,139",0.45,9.183006535947712,48.44444444444444,0.10498366013071896,1009.8202614379085
2014-06-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,478",0.49,9.43125,48.8875,0.10101562499999998,1010.49765625
2014-06-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,068",0.47,9.748502994011975,49.449101796407184,0.09760479041916166,1010.8293413173652
2014-07-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,851,0.45,9.965116279069768,49.843023255813954,0.0973110465116279,1010.984738372093
2014-07-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,131",0.5,10.206703910614525,50.273743016759774,0.09741620111731844,1011.0551675977654
2014-07-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,002",0.51,10.559139784946236,50.90860215053763,0.09529569892473119,1011.2284946236559
2014-07-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,682",0.44,10.927461139896373,51.56476683937824,0.09591968911917098,1011.4034974093264
2014-08-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,400",0.48,11.106598984771574,51.88324873096447,0.09651015228426396,1011.4619289340102
2014-08-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,252",0.51,11.357843137254902,52.333333333333336,0.09981617647058823,1011.4656862745098
2014-08-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,251",0.47,11.511848341232227,52.60663507109005,0.10965639810426538,1011.3305687203791
2014-08-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,229",0.49,11.591743119266056,52.74311926605505,0.10630733944954127,1011.4008027522935
2014-08-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,296",0.49,11.674107142857142,52.90625,0.10864955357142857,1011.4196428571429
2014-09-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,150",0.46,11.777292576419214,53.09170305676856,0.10671397379912664,1011.603711790393
2014-09-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,359",0.48,11.889830508474576,53.30508474576271,0.10370762711864408,1011.8442796610169
2014-09-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,948",0.45,12.03292181069959,53.559670781893004,0.10241769547325104,1011.9243827160494
2014-09-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,527",0.47,12.104,53.684,0.1001,1012.161
2014-10-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,931",0.44,12.188235294117646,53.84313725490196,0.09833333333333334,1012.4004901960784
2014-10-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,497",0.43,12.179389312977099,53.83206106870229,0.09933206106870228,1012.2237595419847
2014-10-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,857",0.51,12.20446096654275,53.87360594795539,0.10362453531598513,1012.0585501858736
2014-10-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,165",0.5,12.228260869565217,53.91304347826087,0.101856884057971,1012.1363224637681
2014-10-31,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,375",0.44,12.225,53.910714285714285,0.10040178571428572,1012.2241071428572
2014-11-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,139",0.44,12.167247386759582,53.80487804878049,0.10256968641114983,1011.9608013937283
2014-11-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,920",0.45,12.122448979591837,53.7312925170068,0.1032312925170068,1011.6960034013606
2014-11-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,850,0.49,12.029900332225914,53.564784053156146,0.10336378737541527,1011.6598837209302
2014-11-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,791,0.47,11.935064935064934,53.392857142857146,0.10466720779220778,1011.7037337662338
2014-12-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,572",0.49,11.814696485623003,53.18210862619808,0.10299520766773163,1011.8031150159744
2014-12-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,765",0.46,11.653125,52.884375,0.10191406249999999,1011.890625
2014-12-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,244",0.49,11.535168195718654,52.681957186544345,0.1015290519877676,1011.8765290519877
2015-01-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,091",0.46,11.234782608695653,52.15072463768116,0.10119565217391305,1012.4768115942029
2015-01-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,683",0.49,11.136363636363637,51.97727272727273,0.10174005681818182,1012.3664772727273
2015-01-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,676",0.48,10.949860724233984,51.646239554317546,0.10045264623955431,1012.400417827298
2015-01-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,053",0.53,10.868131868131869,51.5,0.09972527472527472,1012.5357142857143
2015-02-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,706",0.52,10.705405405405406,51.20810810810811,0.0983108108108108,1012.5655405405405
2015-02-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,620",0.52,10.578249336870027,50.97877984084881,0.09691644562334217,1012.8388594164456
2015-02-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,577",0.54,10.481770833333334,50.802083333333336,0.09778645833333333,1012.9459635416666
2015-02-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,177",0.53,10.388746803069054,50.63427109974425,0.09744245524296674,1012.8340792838875
2015-03-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"5,183",0.46,10.306532663316583,50.48743718592965,0.09641959798994974,1012.947864321608
2015-03-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"16,293",0.38,10.25679012345679,50.39506172839506,0.09478395061728394,1013.0833333333334
2015-03-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,811",0.45,10.189320388349515,50.27427184466019,0.09347694174757282,1013.2066140776699
2015-03-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,935,0.48,10.119331742243437,50.14797136038186,0.09284009546539379,1013.2550715990453
2015-04-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,361",0.52,10.10401891252955,50.12293144208038,0.09284869976359338,1013.2981678486998
2015-04-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,485",0.52,10.095348837209302,50.10697674418605,0.09139534883720929,1013.5343023255814
2015-04-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,738",0.49,10.096109839816934,50.10526315789474,0.09018878718535468,1013.616418764302
2015-04-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,064",0.5,10.083333333333334,50.078828828828826,0.08876689189189188,1013.8043355855856
2015-05-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,226",0.52,10.071269487750557,50.057906458797326,0.08853006681514476,1013.760579064588
2015-05-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,312",0.48,10.096491228070175,50.10745614035088,0.08947368421052632,1013.6329495614035
2015-05-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,065",0.49,10.12742980561555,50.16414686825054,0.08925485961123111,1013.7059935205184
2015-05-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,235",0.53,10.142553191489363,50.193617021276594,0.08851063829787234,1013.7744680851064
2015-05-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,910",0.54,10.17436974789916,50.25420168067227,0.08760504201680673,1013.8650210084033
2015-06-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,551",0.5,10.22037422037422,50.33679833679834,0.08703222453222455,1013.8856548856548
2015-06-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,445",0.46,10.260245901639344,50.41188524590164,0.08647540983606558,1014.0545594262295
2015-06-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,617",0.51,10.32929292929293,50.535353535353536,0.08542929292929294,1014.1292929292929
2015-06-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,937,0.48,10.398406374501992,50.667330677290835,0.08593127490039841,1014.183764940239
2015-07-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,289",0.51,10.493096646942801,50.83431952662722,0.08515779092702169,1014.2275641025641
2015-07-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,272",0.5,10.589494163424124,51.009727626459146,0.08484922178988326,1014.2609435797665
2015-07-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,346",0.5,10.687140115163148,51.18809980806142,0.08426103646833015,1014.283349328215
2015-07-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,221",0.47,10.770833333333334,51.33901515151515,0.08650568181818181,1014.2682291666666
2015-07-31,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,949",0.49,10.802631578947368,51.39473684210526,0.08761748120300751,1014.2062969924812
2015-08-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,850",0.51,10.890538033395176,51.55473098330241,0.08652597402597403,1014.2124304267162
2015-08-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,476",0.45,10.987179487179487,51.734432234432234,0.0889423076923077,1014.2577838827839
2015-08-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,255",0.44,11.066907775768536,51.87341772151899,0.08849457504520795,1014.2906871609404
2015-08-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,603",0.5,11.14107142857143,52.00535714285714,0.09037946428571428,1014.2073660714286
2015-09-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,598",0.5,11.156028368794326,52.033687943262414,0.0901595744680851,1014.2355939716313
2015-09-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,989",0.54,11.196147110332749,52.10858143607706,0.08905429071803853,1014.3204903677758
2015-09-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,552",0.53,11.230103806228374,52.16955017301038,0.0900735294117647,1014.2039359861592
2015-09-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,395",0.51,11.251282051282052,52.21025641025641,0.09047008547008546,1014.2012820512821
2015-10-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,391",0.49,11.267796610169492,52.242372881355934,0.08970338983050848,1014.3408898305084
2015-10-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,968",0.5,11.291457286432161,52.28643216080402,0.09020100502512562,1014.3134422110553
2015-10-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,627",0.57,11.281456953642385,52.269867549668874,0.08915562913907285,1014.3863824503311
2015-10-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,210",0.51,11.27823240589198,52.265139116202946,0.08895253682487725,1014.4658346972177
2015-10-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,659",0.52,11.279220779220779,52.26623376623377,0.08934659090909092,1014.4659090909091
2015-11-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"5,721",0.47,11.292604501607718,52.28938906752411,0.08944935691318329,1014.5018086816721
2015-11-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,380",0.48,11.311605723370429,52.32114467408585,0.0891295707472178,1014.5695548489666
2015-11-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,960,0.47,11.312893081761006,52.325471698113205,0.08917059748427673,1014.5375393081761
2015-11-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,544,0.48,11.253499222395023,52.216174183514774,0.08905520995334369,1014.5307153965786
2015-12-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,972",0.49,11.24537037037037,52.20216049382716,0.08877314814814814,1014.5787037037037
2015-12-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,013",0.52,11.239694656488549,52.189312977099235,0.08858778625954197,1014.6681297709923
2015-12-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,443",0.49,11.226586102719033,52.16918429003021,0.08865181268882175,1014.6937311178248
2016-01-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,976",0.45,11.157352941176471,52.04705882352941,0.08911764705882354,1014.5310661764706
2016-01-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,303",0.5,11.091703056768559,51.933042212518195,0.08922852983988355,1014.3733624454148
2016-01-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,360",0.57,11.002881844380404,51.773775216138326,0.08888688760806916,1014.4376801152738
2016-01-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,963",0.51,10.98857142857143,51.747142857142855,0.08867857142857143,1014.4921428571429
2016-02-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,196",0.44,10.967375886524822,51.71063829787234,0.08812056737588653,1014.5246453900709
2016-02-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,255",0.68,10.919943820224718,51.62359550561798,0.08811446629213483,1014.3284761235955
2016-02-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,836",0.56,10.84700973574409,51.49095966620306,0.08798678720445062,1014.3091098748262
2016-02-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,989",0.52,10.803030303030303,51.41184573002755,0.08729338842975207,1014.2964876033058
2016-03-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,449",0.45,10.7462482946794,51.30968622100955,0.08727830832196452,1014.2457366984993
2016-03-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"9,491",0.41,10.683783783783785,51.2,0.08743243243243244,1014.2038851351351
2016-03-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"9,689",0.43,10.633199464524766,51.111111111111114,0.08661311914323963,1014.3550870147255
2016-03-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,397,0.56,10.60344827586207,51.05835543766578,0.08628978779840848,1014.3995358090185
2016-04-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,674",0.54,10.589709762532982,51.03693931398417,0.08705474934036941,1014.3398746701847
2016-04-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,791,0.51,10.573856209150327,51.00653594771242,0.08720588235294119,1014.2805555555556
2016-04-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,343",0.46,10.560880829015543,50.98186528497409,0.08759715025906736,1014.2472474093264
2016-04-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,355",0.56,10.540436456996149,50.94865211810013,0.08713093709884467,1014.2877086007702
2016-04-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,258",0.48,10.504458598726115,50.88535031847134,0.0867356687898089,1014.2842356687898
2016-05-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,906,0.52,10.510745891276864,50.89633375474084,0.08610935524652338,1014.343236409608
2016-05-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,404",0.52,10.552631578947368,50.976190476190474,0.0862781954887218,1014.2742794486215
2016-05-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,428",0.58,10.56024844720497,50.990062111801244,0.08642857142857144,1014.2962732919254
2016-05-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,811",0.48,10.572660098522167,51.01231527093596,0.0858374384236453,1014.3160406403941
2016-06-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,903,0.53,10.579656862745098,51.02696078431372,0.08546262254901958,1014.3373161764706
2016-06-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,651",0.55,10.626974483596598,51.11300121506683,0.08598116646415552,1014.3880619684082
2016-06-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,233",0.52,10.660240963855422,51.174698795180724,0.08736445783132529,1014.3149096385542
2016-06-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,133",0.51,10.707287933094385,51.25806451612903,0.08918757467144564,1014.344384707288
2016-07-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,217",0.55,10.732779097387173,51.304038004750595,0.0897565320665083,1014.3488717339667
2016-07-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,620",0.55,10.771495877502945,51.37691401648999,0.08906065959952886,1014.3795641931684
2016-07-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,917",0.5,10.815420560747663,51.45443925233645,0.08893107476635514,1014.3945677570093
2016-07-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,515",0.65,10.885283893395133,51.58053302433372,0.08826767091541134,1014.4135283893395
2016-07-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,063",0.56,10.937859608745685,51.675489067894134,0.08777330264672036,1014.4132623705409
2016-08-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,535",0.5,10.973684210526315,51.73913043478261,0.08814359267734553,1014.4066075514875
2016-08-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,094",0.49,11.019296254256526,51.82179341657208,0.08747162315550511,1014.4812712826333
2016-08-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,274",0.49,11.072072072072071,51.917792792792795,0.08699324324324324,1014.5056306306307
2016-08-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,708",0.46,11.1463687150838,52.05027932960894,0.0868435754189944,1014.5241620111732
2016-09-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,625",0.48,11.17575083426029,52.10456062291435,0.0871662958843159,1014.5380978865406
2016-09-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,221",0.51,11.233995584988962,52.21081677704194,0.08681015452538632,1014.5524282560706
2016-09-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,075",0.5,11.295728368017524,52.32092004381161,0.08740416210295728,1014.5334063526834
2016-09-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"6,074",0.47,11.327173913043477,52.37608695652174,0.08682065217391305,1014.5775815217391
2016-09-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,763",0.47,11.352432432432433,52.42054054054054,0.08635135135135136,1014.6074324324325
2016-10-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,105",0.44,11.359442060085836,52.433476394849784,0.08585032188841202,1014.6679184549356
2016-10-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,397",0.46,11.35569755058573,52.425985090521834,0.08533013844515441,1014.7095314164004
2016-10-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,785",0.52,11.35306553911205,52.420718816067655,0.08529334038054968,1014.7258192389006
2016-10-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,644",0.55,11.349422875131165,52.412381951731376,0.08481112277019937,1014.781610703043
2016-11-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,955",0.44,11.333333333333334,52.38453500522466,0.08475705329153606,1014.80355276907
2016-11-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,636",0.5,11.28630705394191,52.301867219917014,0.0847640041493776,1014.7585580912863
2016-11-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,042",0.5,11.268795056642636,52.26879505664264,0.08488671472708548,1014.7648043254377
2016-11-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,211",0.47,11.241308793456033,52.219836400818,0.0856978527607362,1014.6964468302658
2016-12-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,955",0.5,11.207527975584943,52.15971515768057,0.08526195320447609,1014.7562309257376
2016-12-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,401",0.45,11.17979797979798,52.10909090909091,0.08470959595959597,1014.8320707070707
2016-12-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,582",0.52,11.162487462387162,52.07723169508525,0.08440320962888667,1014.8801404212638
2016-12-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,117",0.51,11.131474103585658,52.01892430278885,0.08383964143426297,1014.9693725099602
2016-12-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"8,554",0.42,11.107036669970267,51.973240832507436,0.0834489593657086,1015.0589692765114
2017-01-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,435",0.54,11.060098522167488,51.88768472906404,0.08342364532019704,1015.135960591133
