Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,AvgTempC,AvgTempF,AvgPrecipitation,AvgPressure
2014-01-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,18,1.49,7.666666666666667,45.666666666666664,0.22083333333333333,993.75
2014-01-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,157,0.96,7.5,45.5,0.17625,1000.525
2014-01-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,246,1.01,6.882352941176471,44.294117647058826,0.14558823529411763,1001.7720588235294
2014-02-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,145,0.81,6.057142857142857,42.857142857142854,0.145,1000.4071428571428
2014-02-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,70,1.49,5.857142857142857,42.523809523809526,0.16041666666666665,998.6607142857143
2014-02-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,76,0.99,5.979591836734694,42.673469387755105,0.14566326530612245,999.3928571428571
2014-02-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,14,0.99,6.089285714285714,42.857142857142854,0.14285714285714285,1000.2834821428571
2014-03-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,157,0.8,6.111111111111111,42.904761904761905,0.1378968253968254,1001.0595238095239
2014-03-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,722,0.8,6.357142857142857,43.357142857142854,0.12410714285714286,1003.7571428571429
2014-03-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,1,1.19,6.623376623376624,43.83116883116883,0.1146103896103896,1005.0568181818181
2014-03-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,58,0.99,6.535714285714286,43.70238095238095,0.10982142857142857,1005.5208333333334
2014-04-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,9,1.29,6.818181818181818,44.19318181818182,0.10596590909090908,1005.53125
2014-04-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,9,1.29,7.11578947368421,44.705263157894734,0.10210526315789473,1006.4026315789474
2014-04-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,78,1.27,7.2745098039215685,44.990196078431374,0.09509803921568627,1007.5588235294117
2014-04-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,9,1.29,7.486238532110092,45.39449541284404,0.10309633027522935,1007.8669724770642
2014-05-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,9,1.29,7.614035087719298,45.63157894736842,0.10635964912280702,1007.9857456140351
2014-05-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,15,1.09,7.8264462809917354,46.01652892561984,0.10268595041322315,1008.3471074380166
2014-05-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,122,0.96,8.0390625,46.3984375,0.102734375,1008.9375
2014-05-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,18,1.69,8.42962962962963,47.096296296296295,0.10416666666666667,1008.937962962963
2014-05-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,18,0.98,8.55,47.31428571428572,0.11035714285714285,1009.1276785714285
2014-06-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,222,1.49,8.780821917808218,47.726027397260275,0.10813356164383561,1009.3133561643835
2014-06-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,246,1.4,9.43125,48.8875,0.10101562499999998,1010.49765625
2014-07-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,7,0.98,9.965116279069768,49.843023255813954,0.0973110465116279,1010.984738372093
2014-07-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,19,1.7,10.206703910614525,50.273743016759774,0.09741620111731844,1011.0551675977654
2014-07-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,16,0.98,10.559139784946236,50.90860215053763,0.09529569892473119,1011.2284946236559
2014-07-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,13,0.99,10.927461139896373,51.56476683937824,0.09591968911917098,1011.4034974093264
2014-08-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,30,1.37,11.357843137254902,52.333333333333336,0.09981617647058823,1011.4656862745098
2014-08-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,9,0.99,11.591743119266056,52.74311926605505,0.10630733944954127,1011.4008027522935
2014-08-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,18,1.49,11.674107142857142,52.90625,0.10864955357142857,1011.4196428571429
2014-09-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,115,0.99,11.777292576419214,53.09170305676856,0.10671397379912664,1011.603711790393
2014-09-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,28,1.31,11.889830508474576,53.30508474576271,0.10370762711864408,1011.8442796610169
2014-09-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,1,0.99,12.03292181069959,53.559670781893004,0.10241769547325104,1011.9243827160494
2014-09-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,9,0.99,12.104,53.684,0.1001,1012.161
2014-10-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,180,1.24,12.188235294117646,53.84313725490196,0.09833333333333334,1012.4004901960784
2014-10-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,Y,,per pound,20,0.99,12.20446096654275,53.87360594795539,0.10362453531598513,1012.0585501858736
